koridor,asal,tujuan,nama_halte,lokasi_halte,total_penumpang,rata_penumpang
8,joglo,blok m,simprug kebayoran lama,jl.sultan iskandar muda,119887268,9990605.666666666
8,joglo,blok m,permata hijau,jl.letj soepono,119887268,9990605.666666666
8,joglo,blok m,permata hijau rs. medika,jl.letj soepono,119887268,9990605.666666666
8,joglo,blok m,pos pengumben,jl.panjang,119887268,9990605.666666666
8,joglo,blok m,kelapa dua sasak,jl.panjang,119887268,9990605.666666666
8,joglo,blok m,kebun jeruk relasi,jl.panjang,119887268,9990605.666666666
8,joglo,blok m,duri kepa,jl.panjang,119887268,9990605.666666666
8,joglo,blok m,kedoya assyiddiqiyah,jl.panjang,119887268,9990605.666666666
8,joglo,blok m,kedoya green garden,jl.panjang,119887268,9990605.666666666
8,joglo,blok m,grogol 2,jl.letj s.parman,119887268,9990605.666666666
8,joglo,blok m,tomang mandala,jl.tomang raya,119887268,9990605.666666666
8,joglo,blok m,rs tarakan,jl.kyai caringin,119887268,9990605.666666666
8,joglo,blok m,petojo,jl.suryopranoto,119887268,9990605.666666666
8,bintaro,blok m,terminal lebak bulus,jl.lebak bulus raya,119887268,9990605.666666666
8,bintaro,blok m,pondok pinang,jl.ciputat raya,119887268,9990605.666666666
8,bintaro,blok m,pondok indah 1,jl.metro pondok indah,119887268,9990605.666666666
8,bintaro,blok m,pondok indah 2,jl.metro pondok indah,119887268,9990605.666666666
8,bintaro,blok m,tanah kusir kodim,jl.sultan iskandar muda,119887268,9990605.666666666
8,bintaro,blok m,kebayoran lama bungur,jl.sultan iskandar muda,119887268,9990605.666666666
8,bintaro,blok m,pasar kebayoran lama,jl.sultan iskandar muda,119887268,9990605.666666666
8,bintaro,blok m,simprug kebayoran lama,jl.sultan iskandar muda,119887268,9990605.666666666
8,bintaro,blok m,permata hijau,jl.letj soepono,119887268,9990605.666666666
8,bintaro,blok m,permata hijau rs. medika,jl.letj soepono,119887268,9990605.666666666
8,bintaro,blok m,pos pengumben,jl.panjang,119887268,9990605.666666666
8,bintaro,blok m,kelapa dua sasak,jl.panjang,119887268,9990605.666666666
8,bintaro,blok m,kebun jeruk relasi,jl.panjang,119887268,9990605.666666666
8,bintaro,blok m,duri kepa,jl.panjang,119887268,9990605.666666666
8,bintaro,blok m,kedoya assyiddiqiyah,jl.panjang,119887268,9990605.666666666
8,bintaro,blok m,kedoya green garden,jl.panjang,119887268,9990605.666666666
8,bintaro,blok m,grogol 2,jl.letj s.parman,119887268,9990605.666666666
8,bintaro,blok m,tomang mandala,jl.tomang raya,119887268,9990605.666666666
8,bintaro,blok m,rs tarakan,jl.kyai caringin,119887268,9990605.666666666
8,bintaro,blok m,petojo,jl.suryopranoto,119887268,9990605.666666666
8,batusari,jelambar,terminal lebak bulus,jl.lebak bulus raya,119887268,9990605.666666666
8,batusari,jelambar,pondok pinang,jl.ciputat raya,119887268,9990605.666666666
8,batusari,jelambar,pondok indah 1,jl.metro pondok indah,119887268,9990605.666666666
8,batusari,jelambar,pondok indah 2,jl.metro pondok indah,119887268,9990605.666666666
8,batusari,jelambar,tanah kusir kodim,jl.sultan iskandar muda,119887268,9990605.666666666
8,batusari,jelambar,kebayoran lama bungur,jl.sultan iskandar muda,119887268,9990605.666666666
8,batusari,jelambar,pasar kebayoran lama,jl.sultan iskandar muda,119887268,9990605.666666666
8,batusari,jelambar,simprug kebayoran lama,jl.sultan iskandar muda,119887268,9990605.666666666
8,batusari,jelambar,permata hijau,jl.letj soepono,119887268,9990605.666666666
8,batusari,jelambar,permata hijau rs. medika,jl.letj soepono,119887268,9990605.666666666
8,batusari,jelambar,pos pengumben,jl.panjang,119887268,9990605.666666666
8,batusari,jelambar,kelapa dua sasak,jl.panjang,119887268,9990605.666666666
8,batusari,jelambar,kebun jeruk relasi,jl.panjang,119887268,9990605.666666666
8,batusari,jelambar,duri kepa,jl.panjang,119887268,9990605.666666666
8,batusari,jelambar,kedoya assyiddiqiyah,jl.panjang,119887268,9990605.666666666
8,batusari,jelambar,kedoya green garden,jl.panjang,119887268,9990605.666666666
8,batusari,jelambar,grogol 2,jl.letj s.parman,119887268,9990605.666666666
8,batusari,jelambar,tomang mandala,jl.tomang raya,119887268,9990605.666666666
8,batusari,jelambar,rs tarakan,jl.kyai caringin,119887268,9990605.666666666
8,batusari,jelambar,petojo,jl.suryopranoto,119887268,9990605.666666666
9,pinang ranti,pluit,terminal pinang ranti,jl.pondok gede,119887268,9990605.666666666
9,pinang ranti,pluit,garuda taman mini,jl.pondok gede,119887268,9990605.666666666
9,pinang ranti,pluit,cawang ciliwung,jl.pondok gede,119887268,9990605.666666666
9,pinang ranti,pluit,cikoko stasiun cawang,jl.mt.haryono,119887268,9990605.666666666
9,pinang ranti,pluit,tebet bkpm,jl.mt.haryono,119887268,9990605.666666666
9,pinang ranti,pluit,pancoran,jl.mt.haryono,119887268,9990605.666666666
9,pinang ranti,pluit,pancoran barat,jl.jend gatot subroto,119887268,9990605.666666666
9,pinang ranti,pluit,tegal parang,jl.jend gatot subroto,119887268,9990605.666666666
9,pinang ranti,pluit,kuningan barat,jl.jend gatot subroto,119887268,9990605.666666666
9,pinang ranti,pluit,jamsostek gatot subroto,jl.jend gatot subroto,119887268,9990605.666666666
9,pinang ranti,pluit,lipi gatot subroto,jl.jend gatot subroto,119887268,9990605.666666666
9,pinang ranti,pluit,semanggi,jl.jend gatot subroto,119887268,9990605.666666666
9,pinang ranti,pluit,jcc senayan,jl.jend s.parman,119887268,9990605.666666666
9,pinang ranti,pluit,slipi petamburan,jl.jend s.parman,119887268,9990605.666666666
9,pinang ranti,pluit,slipi kemanggisan,jl.jend s.parman,119887268,9990605.666666666
9,pinang ranti,pluit,rs harapan kita,jl.jend s.parman,119887268,9990605.666666666
9,pinang ranti,pluit,taman anggrek,jl.jend s.parman,119887268,9990605.666666666
9,pinang ranti,pluit,stasiun ka latumenten,jl.latumenten,119887268,9990605.666666666
9,pinang ranti,pluit,jembatan besi,jl.jembatan besi,119887268,9990605.666666666
9,pinang ranti,pluit,jembatan dua,jl.jembatan dua,119887268,9990605.666666666
9,pinang ranti,pluit,jembatan tiga,jl.raya pluit,119887268,9990605.666666666
9,pinang ranti,pluit,penjaringan,jl.raya pluit,119887268,9990605.666666666
9,pinang ranti,pluit,pluit,jl.raya pluit,119887268,9990605.666666666
9,cililitan,grogol,terminal pinang ranti,jl.pondok gede,119887268,9990605.666666666
9,cililitan,grogol,garuda taman mini,jl.pondok gede,119887268,9990605.666666666
9,cililitan,grogol,cawang ciliwung,jl.pondok gede,119887268,9990605.666666666
9,cililitan,grogol,cikoko stasiun cawang,jl.mt.haryono,119887268,9990605.666666666
9,cililitan,grogol,tebet bkpm,jl.mt.haryono,119887268,9990605.666666666
9,cililitan,grogol,pancoran,jl.mt.haryono,119887268,9990605.666666666
9,cililitan,grogol,pancoran barat,jl.jend gatot subroto,119887268,9990605.666666666
9,cililitan,grogol,tegal parang,jl.jend gatot subroto,119887268,9990605.666666666
9,cililitan,grogol,kuningan barat,jl.jend gatot subroto,119887268,9990605.666666666
9,cililitan,grogol,jamsostek gatot subroto,jl.jend gatot subroto,119887268,9990605.666666666
9,cililitan,grogol,lipi gatot subroto,jl.jend gatot subroto,119887268,9990605.666666666
9,cililitan,grogol,semanggi,jl.jend gatot subroto,119887268,9990605.666666666
9,cililitan,grogol,jcc senayan,jl.jend s.parman,119887268,9990605.666666666
9,cililitan,grogol,slipi petamburan,jl.jend s.parman,119887268,9990605.666666666
9,cililitan,grogol,slipi kemanggisan,jl.jend s.parman,119887268,9990605.666666666
9,cililitan,grogol,rs harapan kita,jl.jend s.parman,119887268,9990605.666666666
9,cililitan,grogol,taman anggrek,jl.jend s.parman,119887268,9990605.666666666
9,cililitan,grogol,stasiun ka latumenten,jl.latumenten,119887268,9990605.666666666
9,cililitan,grogol,jembatan besi,jl.jembatan besi,119887268,9990605.666666666
9,cililitan,grogol,jembatan dua,jl.jembatan dua,119887268,9990605.666666666
9,cililitan,grogol,jembatan tiga,jl.raya pluit,119887268,9990605.666666666
9,cililitan,grogol,penjaringan,jl.raya pluit,119887268,9990605.666666666
9,cililitan,grogol,pluit,jl.raya pluit,119887268,9990605.666666666
9,pinang ranti,bundaran senayan,terminal pinang ranti,jl.pondok gede,119887268,9990605.666666666
9,pinang ranti,bundaran senayan,garuda taman mini,jl.pondok gede,119887268,9990605.666666666
9,pinang ranti,bundaran senayan,cawang ciliwung,jl.pondok gede,119887268,9990605.666666666
9,pinang ranti,bundaran senayan,cikoko stasiun cawang,jl.mt.haryono,119887268,9990605.666666666
9,pinang ranti,bundaran senayan,tebet bkpm,jl.mt.haryono,119887268,9990605.666666666
9,pinang ranti,bundaran senayan,pancoran,jl.mt.haryono,119887268,9990605.666666666
9,pinang ranti,bundaran senayan,pancoran barat,jl.jend gatot subroto,119887268,9990605.666666666
9,pinang ranti,bundaran senayan,tegal parang,jl.jend gatot subroto,119887268,9990605.666666666
9,pinang ranti,bundaran senayan,kuningan barat,jl.jend gatot subroto,119887268,9990605.666666666
9,pinang ranti,bundaran senayan,jamsostek gatot subroto,jl.jend gatot subroto,119887268,9990605.666666666
9,pinang ranti,bundaran senayan,lipi gatot subroto,jl.jend gatot subroto,119887268,9990605.666666666
9,pinang ranti,bundaran senayan,semanggi,jl.jend gatot subroto,119887268,9990605.666666666
9,pinang ranti,bundaran senayan,jcc senayan,jl.jend s.parman,119887268,9990605.666666666
9,pinang ranti,bundaran senayan,slipi petamburan,jl.jend s.parman,119887268,9990605.666666666
9,pinang ranti,bundaran senayan,slipi kemanggisan,jl.jend s.parman,119887268,9990605.666666666
9,pinang ranti,bundaran senayan,rs harapan kita,jl.jend s.parman,119887268,9990605.666666666
9,pinang ranti,bundaran senayan,taman anggrek,jl.jend s.parman,119887268,9990605.666666666
9,pinang ranti,bundaran senayan,stasiun ka latumenten,jl.latumenten,119887268,9990605.666666666
9,pinang ranti,bundaran senayan,jembatan besi,jl.jembatan besi,119887268,9990605.666666666
9,pinang ranti,bundaran senayan,jembatan dua,jl.jembatan dua,119887268,9990605.666666666
9,pinang ranti,bundaran senayan,jembatan tiga,jl.raya pluit,119887268,9990605.666666666
9,pinang ranti,bundaran senayan,penjaringan,jl.raya pluit,119887268,9990605.666666666
9,pinang ranti,bundaran senayan,pluit,jl.raya pluit,119887268,9990605.666666666
9,pasar minggu,tanah abang,terminal pinang ranti,jl.pondok gede,119887268,9990605.666666666
9,pasar minggu,tanah abang,garuda taman mini,jl.pondok gede,119887268,9990605.666666666
9,pasar minggu,tanah abang,cawang ciliwung,jl.pondok gede,119887268,9990605.666666666
9,pasar minggu,tanah abang,cikoko stasiun cawang,jl.mt.haryono,119887268,9990605.666666666
9,pasar minggu,tanah abang,tebet bkpm,jl.mt.haryono,119887268,9990605.666666666
9,pasar minggu,tanah abang,pancoran,jl.mt.haryono,119887268,9990605.666666666
9,pasar minggu,tanah abang,pancoran barat,jl.jend gatot subroto,119887268,9990605.666666666
9,pasar minggu,tanah abang,tegal parang,jl.jend gatot subroto,119887268,9990605.666666666
9,pasar minggu,tanah abang,kuningan barat,jl.jend gatot subroto,119887268,9990605.666666666
9,pasar minggu,tanah abang,jamsostek gatot subroto,jl.jend gatot subroto,119887268,9990605.666666666
9,pasar minggu,tanah abang,lipi gatot subroto,jl.jend gatot subroto,119887268,9990605.666666666
9,pasar minggu,tanah abang,semanggi,jl.jend gatot subroto,119887268,9990605.666666666
9,pasar minggu,tanah abang,jcc senayan,jl.jend s.parman,119887268,9990605.666666666
9,pasar minggu,tanah abang,slipi petamburan,jl.jend s.parman,119887268,9990605.666666666
9,pasar minggu,tanah abang,slipi kemanggisan,jl.jend s.parman,119887268,9990605.666666666
9,pasar minggu,tanah abang,rs harapan kita,jl.jend s.parman,119887268,9990605.666666666
9,pasar minggu,tanah abang,taman anggrek,jl.jend s.parman,119887268,9990605.666666666
9,pasar minggu,tanah abang,stasiun ka latumenten,jl.latumenten,119887268,9990605.666666666
9,pasar minggu,tanah abang,jembatan besi,jl.jembatan besi,119887268,9990605.666666666
9,pasar minggu,tanah abang,jembatan dua,jl.jembatan dua,119887268,9990605.666666666
9,pasar minggu,tanah abang,jembatan tiga,jl.raya pluit,119887268,9990605.666666666
9,pasar minggu,tanah abang,penjaringan,jl.raya pluit,119887268,9990605.666666666
9,pasar minggu,tanah abang,pluit,jl.raya pluit,119887268,9990605.666666666
9,kebayoran lama,jelambar,terminal pinang ranti,jl.pondok gede,119887268,9990605.666666666
9,kebayoran lama,jelambar,garuda taman mini,jl.pondok gede,119887268,9990605.666666666
9,kebayoran lama,jelambar,cawang ciliwung,jl.pondok gede,119887268,9990605.666666666
9,kebayoran lama,jelambar,cikoko stasiun cawang,jl.mt.haryono,119887268,9990605.666666666
9,kebayoran lama,jelambar,tebet bkpm,jl.mt.haryono,119887268,9990605.666666666
9,kebayoran lama,jelambar,pancoran,jl.mt.haryono,119887268,9990605.666666666
9,kebayoran lama,jelambar,pancoran barat,jl.jend gatot subroto,119887268,9990605.666666666
9,kebayoran lama,jelambar,tegal parang,jl.jend gatot subroto,119887268,9990605.666666666
9,kebayoran lama,jelambar,kuningan barat,jl.jend gatot subroto,119887268,9990605.666666666
9,kebayoran lama,jelambar,jamsostek gatot subroto,jl.jend gatot subroto,119887268,9990605.666666666
9,kebayoran lama,jelambar,lipi gatot subroto,jl.jend gatot subroto,119887268,9990605.666666666
9,kebayoran lama,jelambar,semanggi,jl.jend gatot subroto,119887268,9990605.666666666
9,kebayoran lama,jelambar,jcc senayan,jl.jend s.parman,119887268,9990605.666666666
9,kebayoran lama,jelambar,slipi petamburan,jl.jend s.parman,119887268,9990605.666666666
9,kebayoran lama,jelambar,slipi kemanggisan,jl.jend s.parman,119887268,9990605.666666666
9,kebayoran lama,jelambar,rs harapan kita,jl.jend s.parman,119887268,9990605.666666666
9,kebayoran lama,jelambar,taman anggrek,jl.jend s.parman,119887268,9990605.666666666
9,kebayoran lama,jelambar,stasiun ka latumenten,jl.latumenten,119887268,9990605.666666666
9,kebayoran lama,jelambar,jembatan besi,jl.jembatan besi,119887268,9990605.666666666
9,kebayoran lama,jelambar,jembatan dua,jl.jembatan dua,119887268,9990605.666666666
9,kebayoran lama,jelambar,jembatan tiga,jl.raya pluit,119887268,9990605.666666666
9,kebayoran lama,jelambar,penjaringan,jl.raya pluit,119887268,9990605.666666666
9,kebayoran lama,jelambar,pluit,jl.raya pluit,119887268,9990605.666666666
9,rusun tambora,pluit,terminal pinang ranti,jl.pondok gede,119887268,9990605.666666666
9,rusun tambora,pluit,garuda taman mini,jl.pondok gede,119887268,9990605.666666666
9,rusun tambora,pluit,cawang ciliwung,jl.pondok gede,119887268,9990605.666666666
9,rusun tambora,pluit,cikoko stasiun cawang,jl.mt.haryono,119887268,9990605.666666666
9,rusun tambora,pluit,tebet bkpm,jl.mt.haryono,119887268,9990605.666666666
9,rusun tambora,pluit,pancoran,jl.mt.haryono,119887268,9990605.666666666
9,rusun tambora,pluit,pancoran barat,jl.jend gatot subroto,119887268,9990605.666666666
9,rusun tambora,pluit,tegal parang,jl.jend gatot subroto,119887268,9990605.666666666
9,rusun tambora,pluit,kuningan barat,jl.jend gatot subroto,119887268,9990605.666666666
9,rusun tambora,pluit,jamsostek gatot subroto,jl.jend gatot subroto,119887268,9990605.666666666
9,rusun tambora,pluit,lipi gatot subroto,jl.jend gatot subroto,119887268,9990605.666666666
9,rusun tambora,pluit,semanggi,jl.jend gatot subroto,119887268,9990605.666666666
9,rusun tambora,pluit,jcc senayan,jl.jend s.parman,119887268,9990605.666666666
9,rusun tambora,pluit,slipi petamburan,jl.jend s.parman,119887268,9990605.666666666
9,rusun tambora,pluit,slipi kemanggisan,jl.jend s.parman,119887268,9990605.666666666
9,rusun tambora,pluit,rs harapan kita,jl.jend s.parman,119887268,9990605.666666666
9,rusun tambora,pluit,taman anggrek,jl.jend s.parman,119887268,9990605.666666666
9,rusun tambora,pluit,stasiun ka latumenten,jl.latumenten,119887268,9990605.666666666
9,rusun tambora,pluit,jembatan besi,jl.jembatan besi,119887268,9990605.666666666
9,rusun tambora,pluit,jembatan dua,jl.jembatan dua,119887268,9990605.666666666
9,rusun tambora,pluit,jembatan tiga,jl.raya pluit,119887268,9990605.666666666
9,rusun tambora,pluit,penjaringan,jl.raya pluit,119887268,9990605.666666666
9,rusun tambora,pluit,pluit,jl.raya pluit,119887268,9990605.666666666
9,cipedak,pasar minggu,terminal pinang ranti,jl.pondok gede,119887268,9990605.666666666
9,cipedak,pasar minggu,garuda taman mini,jl.pondok gede,119887268,9990605.666666666
9,cipedak,pasar minggu,cawang ciliwung,jl.pondok gede,119887268,9990605.666666666
9,cipedak,pasar minggu,cikoko stasiun cawang,jl.mt.haryono,119887268,9990605.666666666
9,cipedak,pasar minggu,tebet bkpm,jl.mt.haryono,119887268,9990605.666666666
9,cipedak,pasar minggu,pancoran,jl.mt.haryono,119887268,9990605.666666666
9,cipedak,pasar minggu,pancoran barat,jl.jend gatot subroto,119887268,9990605.666666666
9,cipedak,pasar minggu,tegal parang,jl.jend gatot subroto,119887268,9990605.666666666
9,cipedak,pasar minggu,kuningan barat,jl.jend gatot subroto,119887268,9990605.666666666
9,cipedak,pasar minggu,jamsostek gatot subroto,jl.jend gatot subroto,119887268,9990605.666666666
9,cipedak,pasar minggu,lipi gatot subroto,jl.jend gatot subroto,119887268,9990605.666666666
9,cipedak,pasar minggu,semanggi,jl.jend gatot subroto,119887268,9990605.666666666
9,cipedak,pasar minggu,jcc senayan,jl.jend s.parman,119887268,9990605.666666666
9,cipedak,pasar minggu,slipi petamburan,jl.jend s.parman,119887268,9990605.666666666
9,cipedak,pasar minggu,slipi kemanggisan,jl.jend s.parman,119887268,9990605.666666666
9,cipedak,pasar minggu,rs harapan kita,jl.jend s.parman,119887268,9990605.666666666
9,cipedak,pasar minggu,taman anggrek,jl.jend s.parman,119887268,9990605.666666666
9,cipedak,pasar minggu,stasiun ka latumenten,jl.latumenten,119887268,9990605.666666666
9,cipedak,pasar minggu,jembatan besi,jl.jembatan besi,119887268,9990605.666666666
9,cipedak,pasar minggu,jembatan dua,jl.jembatan dua,119887268,9990605.666666666
9,cipedak,pasar minggu,jembatan tiga,jl.raya pluit,119887268,9990605.666666666
9,cipedak,pasar minggu,penjaringan,jl.raya pluit,119887268,9990605.666666666
9,cipedak,pasar minggu,pluit,jl.raya pluit,119887268,9990605.666666666
10,tanjung priok,pgc,cawang sutoyo,jl.soetoyo,119887268,9990605.666666666
10,tanjung priok,pgc,penas kalimalang,jl.soetoyo,119887268,9990605.666666666
10,tanjung priok,pgc,cipinang kebun nanas,jl.di panjaitan,119887268,9990605.666666666
